language,subject,popularity_measure,year,month,post_type_id,country,value,date
Python,Summarymachine Learning,Score,2013,8,1,invalid,7,2013-08-01
Python,Summarymachine Learning,Score,2013,9,1,india,4,2013-09-01
Python,Summarymachine Learning,Score,2013,9,1,vietnam,1,2013-09-01
Python,Summarymachine Learning,Score,2013,9,1,,54,2013-09-01
Python,Summarymachine Learning,Score,2013,9,1,invalid,3,2013-09-01
Python,Summarymachine Learning,Score,2013,10,1,,117,2013-10-01
Python,Summarymachine Learning,Score,2013,10,1,invalid,0,2013-10-01
Python,Summarymachine Learning,Score,2013,10,1,india,11,2013-10-01
Python,Summarymachine Learning,Score,2013,11,1,,270,2013-11-01
Python,Summarymachine Learning,Score,2013,11,1,invalid,2,2013-11-01
Python,Summarymachine Learning,Score,2013,12,1,invalid,33,2013-12-01
Python,Summarymachine Learning,Score,2013,12,1,canada,1,2013-12-01
Python,Summarymachine Learning,Score,2013,12,1,israel,3,2013-12-01
Python,Summarymachine Learning,Score,2013,12,1,,116,2013-12-01
Python,Summarymachine Learning,Score,2013,12,1,india,3,2013-12-01
Python,Summarymachine Learning,Score,2013,12,1,poland,1,2013-12-01
Python,Summarymachine Learning,Score,2014,1,1,invalid,0,2014-01-01
Python,Summarymachine Learning,Score,2014,1,1,,81,2014-01-01
Python,Summarymachine Learning,Score,2014,1,1,kosovo,-1,2014-01-01
Python,Summarymachine Learning,Score,2014,2,1,united states,0,2014-02-01
Python,Summarymachine Learning,Score,2014,2,1,united kingdom,5,2014-02-01
Python,Summarymachine Learning,Score,2014,2,1,china,0,2014-02-01
Python,Summarymachine Learning,Score,2014,2,1,,104,2014-02-01
Python,Summarymachine Learning,Score,2014,2,1,invalid,25,2014-02-01
Python,Summarymachine Learning,Score,2014,2,1,kosovo,4,2014-02-01
Python,Summarymachine Learning,Score,2014,2,1,france,7,2014-02-01
Python,Summarymachine Learning,Score,2014,3,1,germany,-5,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,,101,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,united kingdom,-1,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,united states,5,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,cabo verde,1,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,india,-2,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,nigeria,0,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,singapore,0,2014-03-01
Python,Summarymachine Learning,Score,2014,3,1,invalid,0,2014-03-01
Python,Summarymachine Learning,Score,2014,4,1,denmark,1,2014-04-01
Python,Summarymachine Learning,Score,2014,4,1,,198,2014-04-01
Python,Summarymachine Learning,Score,2014,4,1,france,0,2014-04-01
Python,Summarymachine Learning,Score,2014,4,1,kosovo,1,2014-04-01
Python,Summarymachine Learning,Score,2014,4,1,invalid,0,2014-04-01
Python,Summarymachine Learning,Score,2014,4,1,united states,0,2014-04-01
Python,Summarymachine Learning,Score,2014,5,1,,14,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,singapore,0,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,australia,4,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,bosnia and herzegovina,0,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,sweden,0,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,france,1,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,united kingdom,0,2014-05-01
Python,Summarymachine Learning,Score,2014,5,1,invalid,1,2014-05-01
Python,Summarymachine Learning,Score,2014,6,1,india,4,2014-06-01
Python,Summarymachine Learning,Score,2014,6,1,germany,3,2014-06-01
Python,Summarymachine Learning,Score,2014,6,1,invalid,1,2014-06-01
Python,Summarymachine Learning,Score,2014,6,1,,80,2014-06-01
Python,Summarymachine Learning,Score,2014,7,1,switzerland,0,2014-07-01
Python,Summarymachine Learning,Score,2014,7,1,invalid,6,2014-07-01
Python,Summarymachine Learning,Score,2014,7,1,china,0,2014-07-01
Python,Summarymachine Learning,Score,2014,7,1,united states,2,2014-07-01
Python,Summarymachine Learning,Score,2014,7,1,,84,2014-07-01
Python,Summarymachine Learning,Score,2014,7,1,austria,1,2014-07-01
Python,Summarymachine Learning,Score,2014,8,1,united kingdom,0,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,denmark,0,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,united states,0,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,france,1,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,,51,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,norway,1,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,china,5,2014-08-01
Python,Summarymachine Learning,Score,2014,8,1,nepal,1,2014-08-01
Python,Summarymachine Learning,Score,2014,9,1,,38,2014-09-01
Python,Summarymachine Learning,Score,2014,9,1,united states,3,2014-09-01
Python,Summarymachine Learning,Score,2014,9,1,invalid,15,2014-09-01
Python,Summarymachine Learning,Score,2014,9,1,new zealand,0,2014-09-01
Python,Summarymachine Learning,Score,2014,9,1,sweden,1,2014-09-01
Python,Summarymachine Learning,Score,2014,9,1,belgium,0,2014-09-01
Python,Summarymachine Learning,Score,2014,10,1,india,1,2014-10-01
Python,Summarymachine Learning,Score,2014,10,1,netherlands,2,2014-10-01
Python,Summarymachine Learning,Score,2014,10,1,,119,2014-10-01
Python,Summarymachine Learning,Score,2014,10,1,argentina,-1,2014-10-01
Python,Summarymachine Learning,Score,2014,10,1,united kingdom,2,2014-10-01
Python,Summarymachine Learning,Score,2014,11,1,,55,2014-11-01
Python,Summarymachine Learning,Score,2014,11,1,invalid,16,2014-11-01
Python,Summarymachine Learning,Score,2014,12,1,united kingdom,5,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,spain,1,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,invalid,10,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,,94,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,sweden,6,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,cabo verde,4,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,india,6,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,croatia,2,2014-12-01
Python,Summarymachine Learning,Score,2014,12,1,germany,-2,2014-12-01
Python,Summarymachine Learning,Score,2015,1,1,philippines,0,2015-01-01
Python,Summarymachine Learning,Score,2015,1,1,india,4,2015-01-01
Python,Summarymachine Learning,Score,2015,1,1,united states,2,2015-01-01
Python,Summarymachine Learning,Score,2015,1,1,invalid,3,2015-01-01
Python,Summarymachine Learning,Score,2015,1,1,,92,2015-01-01
Python,Summarymachine Learning,Score,2015,1,1,australia,1,2015-01-01
Python,Summarymachine Learning,Score,2015,1,1,argentina,3,2015-01-01
Python,Summarymachine Learning,Score,2015,2,1,invalid,7,2015-02-01
Python,Summarymachine Learning,Score,2015,2,1,india,2,2015-02-01
Python,Summarymachine Learning,Score,2015,2,1,turkey,1,2015-02-01
Python,Summarymachine Learning,Score,2015,2,1,,84,2015-02-01
Python,Summarymachine Learning,Score,2015,2,1,mauritius,3,2015-02-01
Python,Summarymachine Learning,Score,2015,3,1,,44,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,brazil,3,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,norway,0,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,togo,1,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,invalid,0,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,india,2,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,canada,1,2015-03-01
Python,Summarymachine Learning,Score,2015,3,1,france,1,2015-03-01
Python,Summarymachine Learning,Score,2015,4,1,india,2,2015-04-01
Python,Summarymachine Learning,Score,2015,4,1,china,5,2015-04-01
Python,Summarymachine Learning,Score,2015,4,1,belgium,2,2015-04-01
Python,Summarymachine Learning,Score,2015,4,1,,252,2015-04-01
Python,Summarymachine Learning,Score,2015,4,1,invalid,1,2015-04-01
Python,Summarymachine Learning,Score,2015,4,1,morocco,1,2015-04-01
Python,Summarymachine Learning,Score,2015,5,1,invalid,1,2015-05-01
Python,Summarymachine Learning,Score,2015,5,1,india,-5,2015-05-01
Python,Summarymachine Learning,Score,2015,5,1,,136,2015-05-01
Python,Summarymachine Learning,Score,2015,6,1,mexico,3,2015-06-01
Python,Summarymachine Learning,Score,2015,6,1,,144,2015-06-01
Python,Summarymachine Learning,Score,2015,6,1,invalid,0,2015-06-01
Python,Summarymachine Learning,Score,2015,6,1,united states,0,2015-06-01
Python,Summarymachine Learning,Score,2015,6,1,france,14,2015-06-01
Python,Summarymachine Learning,Score,2015,7,1,belgium,1,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,latvia,2,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,china,1,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,nigeria,30,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,poland,0,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,france,3,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,,232,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,invalid,3,2015-07-01
Python,Summarymachine Learning,Score,2015,7,1,israel,-2,2015-07-01
Python,Summarymachine Learning,Score,2015,8,1,cabo verde,30,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,canada,1,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,invalid,1,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,serbia,5,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,poland,2,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,france,1,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,,165,2015-08-01
Python,Summarymachine Learning,Score,2015,8,1,russia,1,2015-08-01
Python,Summarymachine Learning,Score,2015,9,1,,104,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,invalid,0,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,greece,13,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,india,0,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,austria,1,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,united states,2,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,canada,1,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,poland,1,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,sweden,1,2015-09-01
Python,Summarymachine Learning,Score,2015,9,1,luxembourg,1,2015-09-01
Python,Summarymachine Learning,Score,2015,10,1,,162,2015-10-01
Python,Summarymachine Learning,Score,2015,10,1,russia,1,2015-10-01
Python,Summarymachine Learning,Score,2015,10,1,turkey,0,2015-10-01
Python,Summarymachine Learning,Score,2015,11,1,italy,2,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,netherlands,1,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,india,6,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,,650,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,united states,1,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,ukraine,12,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,united kingdom,0,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,ethiopia,55,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,invalid,11,2015-11-01
Python,Summarymachine Learning,Score,2015,11,1,greece,10,2015-11-01
Python,Summarymachine Learning,Score,2015,12,1,new zealand,0,2015-12-01
Python,Summarymachine Learning,Score,2015,12,1,invalid,11,2015-12-01
Python,Summarymachine Learning,Score,2015,12,1,,578,2015-12-01
Python,Summarymachine Learning,Score,2015,12,1,india,0,2015-12-01
Python,Summarymachine Learning,Score,2015,12,1,kosovo,20,2015-12-01
Python,Summarymachine Learning,Score,2015,12,1,greece,3,2015-12-01
Python,Summarymachine Learning,Score,2016,1,1,france,0,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,invalid,46,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,kosovo,35,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,,581,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,nigeria,6,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,india,13,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,germany,4,2016-01-01
Python,Summarymachine Learning,Score,2016,1,1,new zealand,0,2016-01-01
Python,Summarymachine Learning,Score,2016,2,1,united states,1,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,cambodia,32,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,canada,0,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,invalid,-2,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,turkey,1,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,france,3,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,pakistan,0,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,india,1,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,china,1,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,,283,2016-02-01
Python,Summarymachine Learning,Score,2016,2,1,brazil,14,2016-02-01
Python,Summarymachine Learning,Score,2016,3,1,turkey,0,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,australia,2,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,invalid,19,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,nigeria,0,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,,283,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,france,1,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,pakistan,0,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,germany,6,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,canada,20,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,united states,11,2016-03-01
Python,Summarymachine Learning,Score,2016,3,1,china,2,2016-03-01
Python,Summarymachine Learning,Score,2016,4,1,italy,0,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,malaysia,3,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,poland,0,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,china,20,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,romania,0,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,netherlands,1,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,australia,14,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,united states,2,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,spain,-3,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,india,3,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,mexico,0,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,thailand,3,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,invalid,3,2016-04-01
Python,Summarymachine Learning,Score,2016,4,1,,344,2016-04-01
Python,Summarymachine Learning,Score,2016,5,1,sri lanka,2,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,china,1,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,argentina,4,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,,383,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,france,5,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,india,19,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,united states,3,2016-05-01
Python,Summarymachine Learning,Score,2016,5,1,invalid,4,2016-05-01
Python,Summarymachine Learning,Score,2016,6,1,,266,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,india,35,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,new zealand,0,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,united kingdom,0,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,france,0,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,egypt,11,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,australia,0,2016-06-01
Python,Summarymachine Learning,Score,2016,6,1,invalid,3,2016-06-01
Python,Summarymachine Learning,Score,2016,7,1,australia,0,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,united kingdom,1,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,invalid,1,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,india,26,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,norway,2,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,denmark,0,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,ukraine,0,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,,272,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,pakistan,2,2016-07-01
Python,Summarymachine Learning,Score,2016,7,1,new zealand,4,2016-07-01
Python,Summarymachine Learning,Score,2016,8,1,ukraine,0,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,invalid,1,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,united states,6,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,lithuania,0,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,india,1,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,switzerland,25,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,,607,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,canada,2,2016-08-01
Python,Summarymachine Learning,Score,2016,8,1,russia,0,2016-08-01
Python,Summarymachine Learning,Score,2016,9,1,india,4,2016-09-01
Python,Summarymachine Learning,Score,2016,9,1,united kingdom,1,2016-09-01
Python,Summarymachine Learning,Score,2016,9,1,,194,2016-09-01
Python,Summarymachine Learning,Score,2016,9,1,cuba,0,2016-09-01
Python,Summarymachine Learning,Score,2016,9,1,spain,1,2016-09-01
Python,Summarymachine Learning,Score,2016,9,1,belgium,8,2016-09-01
Python,Summarymachine Learning,Score,2016,9,1,invalid,-2,2016-09-01
Python,Summarymachine Learning,Score,2016,10,1,china,3,2016-10-01
Python,Summarymachine Learning,Score,2016,10,1,invalid,4,2016-10-01
Python,Summarymachine Learning,Score,2016,10,1,belgium,0,2016-10-01
Python,Summarymachine Learning,Score,2016,10,1,,252,2016-10-01
Python,Summarymachine Learning,Score,2016,10,1,india,5,2016-10-01
Python,Summarymachine Learning,Score,2016,11,1,india,20,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,canada,3,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,china,19,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,invalid,21,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,,265,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,poland,0,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,russia,2,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,italy,0,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,iran,50,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,united kingdom,15,2016-11-01
Python,Summarymachine Learning,Score,2016,11,1,germany,3,2016-11-01
Python,Summarymachine Learning,Score,2016,12,1,germany,1,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,united kingdom,3,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,philippines,0,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,,232,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,colombia,2,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,iran,17,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,invalid,8,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,india,1,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,china,25,2016-12-01
Python,Summarymachine Learning,Score,2016,12,1,france,1,2016-12-01
Python,Summarymachine Learning,Score,2017,1,1,belgium,3,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,invalid,27,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,netherlands,0,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,russia,7,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,switzerland,-1,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,,386,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,nepal,0,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,colombia,12,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,united states,-1,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,china,2,2017-01-01
Python,Summarymachine Learning,Score,2017,1,1,india,5,2017-01-01
Python,Summarymachine Learning,Score,2017,2,1,paraguay,0,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,bangladesh,0,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,poland,1,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,australia,5,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,colombia,6,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,united states,5,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,israel,2,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,invalid,4,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,bosnia and herzegovina,10,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,,308,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,india,0,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,russia,1,2017-02-01
Python,Summarymachine Learning,Score,2017,2,1,italy,0,2017-02-01
Python,Summarymachine Learning,Score,2017,3,1,germany,1,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,invalid,4,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,finland,-1,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,italy,3,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,united states,8,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,pakistan,0,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,switzerland,1,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,india,10,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,new zealand,1,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,canada,15,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,iran,11,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,brazil,1,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,norway,1,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,poland,3,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,russia,4,2017-03-01
Python,Summarymachine Learning,Score,2017,3,1,,353,2017-03-01
Python,Summarymachine Learning,Score,2017,4,1,oman,1,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,,310,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,honduras,0,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,colombia,2,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,italy,4,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,new zealand,1,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,croatia,1,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,norway,3,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,invalid,8,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,india,6,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,japan,0,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,australia,2,2017-04-01
Python,Summarymachine Learning,Score,2017,4,1,egypt,1,2017-04-01
Python,Summarymachine Learning,Score,2017,5,1,invalid,0,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,netherlands,3,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,china,2,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,spain,0,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,united kingdom,1,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,germany,2,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,,198,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,india,11,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,poland,0,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,ireland,-1,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,paraguay,1,2017-05-01
Python,Summarymachine Learning,Score,2017,5,1,united states,3,2017-05-01
Python,Summarymachine Learning,Score,2017,6,1,ukraine,3,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,spain,-2,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,cuba,1,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,france,0,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,netherlands,1,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,united states,0,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,philippines,3,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,poland,1,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,israel,1,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,united kingdom,2,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,iran,5,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,invalid,22,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,,312,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,india,18,2017-06-01
Python,Summarymachine Learning,Score,2017,6,1,china,4,2017-06-01
Python,Summarymachine Learning,Score,2017,7,1,india,7,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,vietnam,1,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,germany,2,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,paraguay,3,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,poland,4,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,,314,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,indonesia,0,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,netherlands,0,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,iceland,0,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,brazil,1,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,united kingdom,1,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,invalid,13,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,iran,2,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,united states,1,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,bangladesh,1,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,sweden,0,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,norway,2,2017-07-01
Python,Summarymachine Learning,Score,2017,7,1,papua new guinea,1,2017-07-01
Python,Summarymachine Learning,Score,2017,8,1,,314,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,invalid,3,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,india,6,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,canada,-2,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,indonesia,2,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,germany,0,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,united arab emirates,0,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,united states,4,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,china,0,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,netherlands,5,2017-08-01
Python,Summarymachine Learning,Score,2017,8,1,denmark,1,2017-08-01
Python,Summarymachine Learning,Score,2017,9,1,armenia,0,2017-09-01
Python,Summarymachine Learning,Score,2017,9,1,canada,1,2017-09-01
Python,Summarymachine Learning,Score,2017,9,1,norway,1,2017-09-01
Python,Summarymachine Learning,Score,2017,9,1,spain,0,2017-09-01
Python,Summarymachine Learning,Score,2017,9,1,india,6,2017-09-01
